"No","Title_en","OctetNo","Contents_en","Note_en","Status"
253.00,"Grid definition template 3.90 - space view perspective or orthographic","22-25","Scaled value of major axis of oblate spheroid Earth",,"Operational"
254.00,"Grid definition template 3.90 - space view perspective or orthographic","26","Scale factor of minor axis of oblate spheroid Earth",,"Operational"
255.00,"Grid definition template 3.90 - space view perspective or orthographic","27-30","Scaled value of minor axis of oblate spheroid Earth",,"Operational"
256.00,"Grid definition template 3.90 - space view perspective or orthographic","31-34","Nx - number of points along x-axis (columns)",,"Operational"
257.00,"Grid definition template 3.90 - space view perspective or orthographic","35-38","Ny - number of points along y-axis (rows or lines)",,"Operational"
258.00,"Grid definition template 3.90 - space view perspective or orthographic","39-42","Lap - latitude of sub-satellite point",,"Operational"
259.00,"Grid definition template 3.90 - space view perspective or orthographic","43-46","Lop - longitude of sub-satellite point",,"Operational"
260.00,"Grid definition template 3.90 - space view perspective or orthographic","47","Resolution and component flags","(see Flag table 3.3)","Operational"
261.00,"Grid definition template 3.90 - space view perspective or orthographic","48-51","dx - apparent diameter of Earth in grid lengths, in x-direction",,"Operational"
262.00,"Grid definition template 3.90 - space view perspective or orthographic","52-55","dy - apparent diameter of Earth in grid lengths, in y-direction",,"Operational"
263.00,"Grid definition template 3.90 - space view perspective or orthographic","56-59","Xp - x-coordinate of sub-satellite point (in units of 10-3 grid length expressed as an integer)",,"Operational"
264.00,"Grid definition template 3.90 - space view perspective or orthographic","60-63","Yp - y-coordinate of sub-satellite point (in units of 10-3 grid length expressed as an integer)",,"Operational"
265.00,"Grid definition template 3.90 - space view perspective or orthographic","64","Scanning mode (flags - see Flag table 3.4)",,"Operational"
266.00,"Grid definition template 3.90 - space view perspective or orthographic","65-68","Orientation of the grid; i.e. the angle between the increasing y-axis and the meridian of the sub-satellite point in the direction of increasing latitude","(see Note 3)","Operational"
267.00,"Grid definition template 3.90 - space view perspective or orthographic","69-72","Nr - altitude of the camera from the Earth’s centre, measured in units of the Earth’s (equatorial) radius multiplied by a scale factor of 106","(see Notes 4 and 5)","Operational"
268.00,"Grid definition template 3.90 - space view perspective or orthographic","73-76","Xo - x-coordinate of origin of sector image",,"Operational"
269.00,"Grid definition template 3.90 - space view perspective or orthographic","77-80","Yo - y-coordinate of origin of sector image",,"Operational"
270.00,"Grid definition template 3.100 - triangular grid based on an icosahedron (see Attachment, Volume I.2, Part B, Att.GRIB)","15","n2 - exponent of 2 for the number of intervals on main triangle sides",,"Operational"
271.00,"Grid definition template 3.100 - triangular grid based on an icosahedron (see Attachment, Volume I.2, Part B, Att.GRIB)","16","n3 - exponent of 3 for the number of intervals on main triangle sides",,"Operational"
272.00,"Grid definition template 3.100 - triangular grid based on an icosahedron (see Attachment, Volume I.2, Part B, Att.GRIB)","17-18","ni - number of intervals on main triangle sides of the icosahedron",,"Operational"
273.00,"Grid definition template 3.100 - triangular grid based on an icosahedron (see Attachment, Volume I.2, Part B, Att.GRIB)","19","nd - number of diamonds",,"Operational"
274.00,"Grid definition template 3.100 - triangular grid based on an icosahedron (see Attachment, Volume I.2, Part B, Att.GRIB)","20-23","Latitude of the pole point of the icosahedron on the sphere",,"Operational"
275.00,"Grid definition template 3.100 - triangular grid based on an icosahedron (see Attachment, Volume I.2, Part B, Att.GRIB)","24-27","Longitude of the pole point of the icosahedron on the sphere",,"Operational"
276.00,"Grid definition template 3.100 - triangular grid based on an icosahedron (see Attachment, Volume I.2, Part B, Att.GRIB)","28-31","Longitude of the centre line of the first diamond of the icosahedron on the sphere",,"Operational"
277.00,"Grid definition template 3.100 - triangular grid based on an icosahedron (see Attachment, Volume I.2, Part B, Att.GRIB)","32","Grid point position","(see Code table 3.8)","Operational"
278.00,"Grid definition template 3.100 - triangular grid based on an icosahedron (see Attachment, Volume I.2, Part B, Att.GRIB)","33","Numbering order of diamonds","(flags - see Flag table 3.9)","Operational"
279.00,"Grid definition template 3.100 - triangular grid based on an icosahedron (see Attachment, Volume I.2, Part B, Att.GRIB)","34","Scanning mode for one diamond","(flags - see Flag table 3.10)","Operational"
280.00,"Grid definition template 3.100 - triangular grid based on an icosahedron (see Attachment, Volume I.2, Part B, Att.GRIB)","35-38","nt - total number of grid points",,"Operational"
281.00,"Grid definition template 3.101 - general unstructured grid","15","Shape of the Earth","(see Code table 3.2)","Operational"
282.00,"Grid definition template 3.101 - general unstructured grid","16-18","Number of grid used (defined by originating centre)",,"Operational"
283.00,"Grid definition template 3.101 - general unstructured grid","19","Number of grid in reference (to allow annotating for Arakawa C-grid on arbitrary grid)","(see Note)","Operational"
284.00,"Grid definition template 3.101 - general unstructured grid","20-35","Universally Unique Identifier of horizontal grid",,"Operational"
285.00,"Grid definition template 3.110 - equatorial azimuthal equidistant projection","15","Shape of the Earth","(see Code table 3.2)","Operational"
286.00,"Grid definition template 3.110 - equatorial azimuthal equidistant projection","16","Scale factor of radius of spherical Earth",,"Operational"
287.00,"Grid definition template 3.110 - equatorial azimuthal equidistant projection","17-20","Scaled value of radius of spherical Earth",,"Operational"
288.00,"Grid definition template 3.110 - equatorial azimuthal equidistant projection","21","Scale factor of major axis of oblate spheroid Earth",,"Operational"
289.00,"Grid definition template 3.110 - equatorial azimuthal equidistant projection","22-25","Scaled value of major axis of oblate spheroid Earth",,"Operational"
290.00,"Grid definition template 3.110 - equatorial azimuthal equidistant projection","26","Scale factor of minor axis of oblate spheroid Earth",,"Operational"
291.00,"Grid definition template 3.110 - equatorial azimuthal equidistant projection","27-30","Scaled value of minor axis of oblate spheroid Earth",,"Operational"
292.00,"Grid definition template 3.110 - equatorial azimuthal equidistant projection","31-34","Nx - number of points along x-axis",,"Operational"
293.00,"Grid definition template 3.110 - equatorial azimuthal equidistant projection","35-38","Ny - number of points along y-axis",,"Operational"
294.00,"Grid definition template 3.110 - equatorial azimuthal equidistant projection","39-42","La1 - latitude of tangency point (centre of grid)",,"Operational"
295.00,"Grid definition template 3.110 - equatorial azimuthal equidistant projection","43-46","Lo1 - longitude of tangency point",,"Operational"
296.00,"Grid definition template 3.110 - equatorial azimuthal equidistant projection","47","Resolution and component flags","(see Flag table 3.3)","Operational"
297.00,"Grid definition template 3.110 - equatorial azimuthal equidistant projection","48-51","Dx - x-direction grid length in units of 10-3 m as measured at the point of the axis",,"Operational"
298.00,"Grid definition template 3.110 - equatorial azimuthal equidistant projection","52-55","Dy - y-direction grid length in units of 10-3 m as measured at the point of the axis",,"Operational"
299.00,"Grid definition template 3.110 - equatorial azimuthal equidistant projection","56","Projection centre flag",,"Operational"
300.00,"Grid definition template 3.110 - equatorial azimuthal equidistant projection","57","Scanning mode","(see Flag table 3.4)","Operational"
301.00,"Grid definition template 3.120 - azimuth-range projection","15-18","Nb - number of data bins along radials","(see Note)","Operational"
302.00,"Grid definition template 3.120 - azimuth-range projection","19-22","Nr - number of radials",,"Operational"
303.00,"Grid definition template 3.120 - azimuth-range projection","23-26","La1 - latitude of centre point",,"Operational"
304.00,"Grid definition template 3.120 - azimuth-range projection","27-30","Lo1 - longitude of centre point",,"Operational"
305.00,"Grid definition template 3.120 - azimuth-range projection","31-34","Dx - spacing of bins along radials",,"Operational"
306.00,"Grid definition template 3.120 - azimuth-range projection","35-38","Dstart - offset from origin to inner bound",,"Operational"
307.00,"Grid definition template 3.120 - azimuth-range projection","39","Scanning mode","(flags - see Flag table 3.4)","Operational"
308.00,"Grid definition template 3.120 - azimuth-range projection",,"40-(39+4Nr)   For each of Nr radials",,"Operational"
309.00,"Grid definition template 3.120 - azimuth-range projection","(40+4(X-1))-(41+4(X-1))","Azi - starting azimuth, degrees x 10 (degrees as north)",,"Operational"
310.00,"Grid definition template 3.120 - azimuth-range projection","(42+4(X-1))-(43+4(X-1))","Adelta - azimuthal width, degrees x 100 (+ clockwise, - counterclockwise), with X = 1 to Nr",,"Operational"
311.00,"Grid definition template 3.140 - Lambert azimuthal equal area projection","15","Shape of the Earth","(see Code table 3.2)","Operational"
312.00,"Grid definition template 3.140 - Lambert azimuthal equal area projection","16","Scale factor of radius of spherical Earth",,"Operational"
313.00,"Grid definition template 3.140 - Lambert azimuthal equal area projection","17-20","Scaled value of radius of spherical Earth",,"Operational"
