row #,allNotes,template,octet,appliesTo,noteID-PDF,note-GitHub,myComment
1288,(see Code table 4.5),GRIB2_Template_4_13_ProductDefinitionTemplate_en,29,octet,n/a,(see Code table 4.5),
1289,(see Code table 4.7),GRIB2_Template_4_13_ProductDefinitionTemplate_en,35,octet,n/a,(see Code table 4.7),
1290,(see Code table 4.8),GRIB2_Template_4_13_ProductDefinitionTemplate_en,41,octet,n/a,(see Code table 4.8),
1291,(see Code table 4.10),GRIB2_Template_4_13_ProductDefinitionTemplate_en,81,octet,n/a,(see Code table 4.10),
1292,(see Code table 4.11),GRIB2_Template_4_13_ProductDefinitionTemplate_en,82,octet,n/a,(see Code table 4.11),
1293,(see Code table 4.4),GRIB2_Template_4_13_ProductDefinitionTemplate_en,83,octet,n/a,(see Code table 4.4),
1294,(see Code table 4.4),GRIB2_Template_4_13_ProductDefinitionTemplate_en,88,octet,n/a,(see Code table 4.4),
1295,"An increment of zero means that the statistical processing is the result of a continuous (or near-continuous) process, not the processing of a number of discrete samples. Examples of such continuous processes are the temperatures measured by analogue maximum and minimum thermometers or thermographs, and the rainfall measured by rain gauge.",GRIB2_Template_4_13_ProductDefinitionTemplate_en,89-92,octet,3,(see Notes 3 and 4),
1296,"The reference and forecast times are successively set to their initial values plus or minus the increment, as defined by the type of time increment (one of octets 82, 94, 106,....). For all but the innermost (last) time range, the next inner range is then processed using these reference and forecast times as the initial reference and forecast times.",GRIB2_Template_4_13_ProductDefinitionTemplate_en,89-92,octet,4,(see Notes 3 and 4),
1297,(see Code table 4.1),GRIB2_Template_4_14_ProductDefinitionTemplate_en,10,octet,n/a,(see Code table 4.1),
1298,(see Code table 4.2),GRIB2_Template_4_14_ProductDefinitionTemplate_en,11,octet,n/a,(see Code table 4.2),
1299,(see Code table 4.3),GRIB2_Template_4_14_ProductDefinitionTemplate_en,12,octet,n/a,(see Code table 4.3),
1300,Hours greater than 65534 will be coded as 65534.,GRIB2_Template_4_14_ProductDefinitionTemplate_en,15-16,octet,1,(see Note 1),
1301,(see Code table 4.4),GRIB2_Template_4_14_ProductDefinitionTemplate_en,18,octet,n/a,(see Code table 4.4),
1302,The reference time in section 1 and the forecast time together define the beginning of the overall time interval.,GRIB2_Template_4_14_ProductDefinitionTemplate_en,19-22,octet,2,(see Note 2),
1303,(see Code table 4.5),GRIB2_Template_4_14_ProductDefinitionTemplate_en,23,octet,n/a,(see Code table 4.5),
1304,(see Code table 4.5),GRIB2_Template_4_14_ProductDefinitionTemplate_en,29,octet,n/a,(see Code table 4.5),
1305,(see Code table 4.7),GRIB2_Template_4_14_ProductDefinitionTemplate_en,35,octet,n/a,(see Code table 4.7),
1306,(see Code table 4.8),GRIB2_Template_4_14_ProductDefinitionTemplate_en,41,octet,n/a,(see Code table 4.8),
1307,(see Code table 4.10),GRIB2_Template_4_14_ProductDefinitionTemplate_en,77,octet,n/a,(see Code table 4.10),
1308,(see Code table 4.11),GRIB2_Template_4_14_ProductDefinitionTemplate_en,78,octet,n/a,(see Code table 4.11),
1309,(see Code table 4.4),GRIB2_Template_4_14_ProductDefinitionTemplate_en,79,octet,n/a,(see Code table 4.4),
1310,(see Code table 4.4),GRIB2_Template_4_14_ProductDefinitionTemplate_en,84,octet,n/a,(see Code table 4.4),
1311,"An increment of zero means that the statistical processing is the result of a continuous (or near-continuous) process, not the processing of a number of discrete samples. Examples of such continuous processes are the temperatures measured by analogue maximum and minimum thermometers or thermographs, and the rainfall measured by rain gauge.",GRIB2_Template_4_14_ProductDefinitionTemplate_en,85-88,octet,3,(see Notes 3 and 4),
1312,"The reference and forecast times are successively set to their initial values plus or minus the increment, as defined by the type of time increment (one of octets 78, 90, 112, ...). For all but the innermost (last) time range, the next inner range is then processed using these reference and forecast times as the initial reference and forecast times.",GRIB2_Template_4_14_ProductDefinitionTemplate_en,85-88,octet,4,(see Notes 3 and 4),
1313,(see Code table 4.1),GRIB2_Template_4_15_ProductDefinitionTemplate_en,10,octet,n/a,(see Code table 4.1),
1314,(see Code table 4.2),GRIB2_Template_4_15_ProductDefinitionTemplate_en,11,octet,n/a,(see Code table 4.2),
1315,(see Code table 4.3),GRIB2_Template_4_15_ProductDefinitionTemplate_en,12,octet,n/a,(see Code table 4.3),
1316,Hours greater than 65534 will be coded as 65534.,GRIB2_Template_4_15_ProductDefinitionTemplate_en,15-16,octet,no id,(see Note),
1317,(see Code table 4.4),GRIB2_Template_4_15_ProductDefinitionTemplate_en,18,octet,n/a,(see Code table 4.4),
1318,(see Code table 4.5),GRIB2_Template_4_15_ProductDefinitionTemplate_en,23,octet,n/a,(see Code table 4.5),
1319,(see Code table 4.5),GRIB2_Template_4_15_ProductDefinitionTemplate_en,29,octet,n/a,(see Code table 4.5),
1320,(see Code table 4.10),GRIB2_Template_4_15_ProductDefinitionTemplate_en,35,octet,n/a,(see Code table 4.10),
1321,(see Code table 4.15),GRIB2_Template_4_15_ProductDefinitionTemplate_en,36,octet,n/a,(see Code table 4.15),
1322,(see Code table 4.1),GRIB2_Template_4_20_ProductDefinitionTemplate_en,10,octet,n/a,(see Code table 4.1),
1323,(see Code table 4.2),GRIB2_Template_4_20_ProductDefinitionTemplate_en,11,octet,n/a,(see Code table 4.2),
1324,(see Code table 4.3),GRIB2_Template_4_20_ProductDefinitionTemplate_en,12,octet,n/a,(see Code table 4.3),
1325,(see Code table 4.12),GRIB2_Template_4_20_ProductDefinitionTemplate_en,31,octet,n/a,(see Code table 4.12),
1326,(see Code table 4.13),GRIB2_Template_4_20_ProductDefinitionTemplate_en,33,octet,n/a,(see Code table 4.13),
1327,(see Code table 4.14),GRIB2_Template_4_20_ProductDefinitionTemplate_en,34,octet,n/a,(see Code table 4.14),
1328,(see Code table 4.1),GRIB2_Template_4_30_ProductDefinitionTemplate_en,10,octet,n/a,(see Code table 4.1),
1329,(see Code table 4.2),GRIB2_Template_4_30_ProductDefinitionTemplate_en,11,octet,n/a,(see Code table 4.2),
1330,(see Code table 4.3),GRIB2_Template_4_30_ProductDefinitionTemplate_en,12,octet,n/a,(see Code table 4.3),
1331,This template is deprecated. Template 4.31 should be used instead.,GRIB2_Template_4_30_ProductDefinitionTemplate_en,n/a,template,no id,n/a,
1332,"For ""satellite series of band nb"", ""satellite numbers of band nb"" and ""instrument types of band nb"", it is recommended to encode the values as per BUFR Code tables 0 02 020, 0 01 007 (Common Code table C-5) and 0 02 019 (Common Code table C-8), respectively.",GRIB2_Template_4_30_ProductDefinitionTemplate_en,n/a,tbd,no id,n/a,
1333,(see Code table 4.1),GRIB2_Template_4_31_ProductDefinitionTemplate_en,10,octet,n/a,(see Code table 4.1),
1334,(see Code table 4.2),GRIB2_Template_4_31_ProductDefinitionTemplate_en,11,octet,n/a,(see Code table 4.2),
1335,(see Code table 4.3),GRIB2_Template_4_31_ProductDefinitionTemplate_en,12,octet,n/a,(see Code table 4.3),
1336,"For ""satellite series of band nb"", ""satellite numbers of band nb"" and ""instrument types of band nb"", it is recommended to encode the values as per BUFR Code tables 0 02 020, 0 01 007 (Common Code table C-5) and 0 02 019 (Common Code table C-8), respectively.",GRIB2_Template_4_31_ProductDefinitionTemplate_en,n/a,tbd,no id,n/a,
1337,(see Code table 4.1),GRIB2_Template_4_32_ProductDefinitionTemplate_en,10,octet,n/a,(see Code table 4.1),
1338,(see Code table 4.2),GRIB2_Template_4_32_ProductDefinitionTemplate_en,11,octet,n/a,(see Code table 4.2),
1339,(see Code table 4.3),GRIB2_Template_4_32_ProductDefinitionTemplate_en,12,octet,n/a,(see Code table 4.3),
1340,Hours greater than 65534 will be coded as 65534.,GRIB2_Template_4_32_ProductDefinitionTemplate_en,15-16,octet,2,(see Note 2),
1341,(see Code table 4.4),GRIB2_Template_4_32_ProductDefinitionTemplate_en,18,octet,n/a,(see Code table 4.4),
1342,"For ""satellite series of band nb"", ""satellite numbers of band nb"" and ""instrument types of band nb"", it is recommended to encode the values as per BUFR Code tables 0 02 020, 0 01 007 (Common Code table C-5) and 0 02 019 (Common Code table C-8), respectively.",GRIB2_Template_4_32_ProductDefinitionTemplate_en,n/a,tbd,1,n/a,
1343,(see Code table 4.1),GRIB2_Template_4_33_ProductDefinitionTemplate_en,10,octet,n/a,(see Code table 4.1),
1344,(see Code table 4.2),GRIB2_Template_4_33_ProductDefinitionTemplate_en,11,octet,n/a,(see Code table 4.2),
1345,(see Code table 4.3),GRIB2_Template_4_33_ProductDefinitionTemplate_en,12,octet,n/a,(see Code table 4.3),
1346,Hours greater than 65534 will be coded as 65534.,GRIB2_Template_4_33_ProductDefinitionTemplate_en,15-16,octet,no id,(see Note),
1347,(see Code table 4.4),GRIB2_Template_4_33_ProductDefinitionTemplate_en,18,octet,n/a,(see Code table 4.4),
1348,(see Code table 4.6),GRIB2_Template_4_33_ProductDefinitionTemplate_en,(24+11NB),octet,n/a,(see Code table 4.6),
1349,(see Code table 4.1),GRIB2_Template_4_34_ProductDefinitionTemplate_en,10,octet,n/a,(see Code table 4.1),
1350,(see Code table 4.2),GRIB2_Template_4_34_ProductDefinitionTemplate_en,11,octet,n/a,(see Code table 4.2),
1351,(see Code table 4.3),GRIB2_Template_4_34_ProductDefinitionTemplate_en,12,octet,n/a,(see Code table 4.3),
1352,Hours greater than 65534 will be coded as 65534.,GRIB2_Template_4_34_ProductDefinitionTemplate_en,15-16,octet,1,(see Note 1),
1353,(see Code table 4.4),GRIB2_Template_4_34_ProductDefinitionTemplate_en,18,octet,n/a,(see Code table 4.4),
1354,The reference time in section 1 and the forecast time together define the beginning of the overall time interval.,GRIB2_Template_4_34_ProductDefinitionTemplate_en,19-22,octet,2,(see Note 2),
1355,(see Code table 4.6),GRIB2_Template_4_34_ProductDefinitionTemplate_en,(24+11NB),octet,n/a,(see Code table 4.6),
1356,(see Code table 4.10),GRIB2_Template_4_34_ProductDefinitionTemplate_en,(39+11NB+12(i-1)),octet,n/a,(see Code table 4.10),
1357,(see Code table 4.11),GRIB2_Template_4_34_ProductDefinitionTemplate_en,(40+11NB+12(i-1)),octet,n/a,(see Code table 4.11),
1358,(see Code table 4.4),GRIB2_Template_4_34_ProductDefinitionTemplate_en,(41+11NB+12(i-1)),octet,n/a,(see Code table 4.4),
1359,(see Code table 4.4),GRIB2_Template_4_34_ProductDefinitionTemplate_en,(46+11NB+12(i-1)),octet,n/a,(see Code table 4.4),
1360,"An increment of zero means that the statistical processing is the result of a continuous (or near-continuous) process, not the processing of a number of discrete samples. Examples of such continuous processes are the temperatures measured by analogue maximum and minimum thermometers or thermographs, and the rainfall measured by rain gauge.",GRIB2_Template_4_34_ProductDefinitionTemplate_en,(47+11NB+12(i-1))-(50+11NB+12(i-1)),octet,3,(see Notes 3 and 4),
1361,"The reference and forecast times are successively set to their initial values plus or minus the increment, as defined by the type of time increment (one of octets 51, 62, 73, ...). For all but the innermost (last) time range, the next inner range is then processed using these reference and forecast times as the initial reference and forecast times.",GRIB2_Template_4_34_ProductDefinitionTemplate_en,(47+11NB+12(i-1))-(50+11NB+12(i-1)),octet,4,(see Notes 3 and 4),
1362,(see Code table 4.1),GRIB2_Template_4_35_ProductDefinitionTemplate_en,10,octet,n/a,(see Code table 4.1),
1363,(see Code table 4.2),GRIB2_Template_4_35_ProductDefinitionTemplate_en,11,octet,n/a,(see Code table 4.2),
1364,(see Code table 4.3),GRIB2_Template_4_35_ProductDefinitionTemplate_en,12,octet,n/a,(see Code table 4.3),
1365,(see Code table 4.16),GRIB2_Template_4_35_ProductDefinitionTemplate_en,14,octet,n/a,(see Code table 4.16),
1366,"For ""satellite series of band nb"", ""satellite numbers of band nb"" and ""instrument types of band nb"", it is recommended to encode the values as per BUFR Code tables 0 02 020, 0 01 007 (Common Code table C-5) and 0 02 019 (Common Code table C-8), respectively.",GRIB2_Template_4_35_ProductDefinitionTemplate_en,n/a,tbd,no id,n/a,
1367,(see Code table 4.1),GRIB2_Template_4_40_ProductDefinitionTemplate_en,10,octet,n/a,(see Code table 4.1),
1368,(see Code table 4.2),GRIB2_Template_4_40_ProductDefinitionTemplate_en,11,octet,n/a,(see Code table 4.2),
1369,(see Code table 4.230),GRIB2_Template_4_40_ProductDefinitionTemplate_en,12-13,octet,n/a,(see Code table 4.230),
1370,(see Code table 4.3),GRIB2_Template_4_40_ProductDefinitionTemplate_en,14,octet,n/a,(see Code table 4.3),
1371,Hours greater than 65534 will be coded as 65534.,GRIB2_Template_4_40_ProductDefinitionTemplate_en,17-18,octet,no id,(see Note),
1372,(see Code table 4.4),GRIB2_Template_4_40_ProductDefinitionTemplate_en,20,octet,n/a,(see Code table 4.4),
1373,(see Code table 4.5),GRIB2_Template_4_40_ProductDefinitionTemplate_en,25,octet,n/a,(see Code table 4.5),
1374,(see Code table 4.5),GRIB2_Template_4_40_ProductDefinitionTemplate_en,31,octet,n/a,(see Code table 4.5),
1375,(see Code table 4.1),GRIB2_Template_4_41_ProductDefinitionTemplate_en,10,octet,n/a,(see Code table 4.1),
1376,(see Code table 4.2),GRIB2_Template_4_41_ProductDefinitionTemplate_en,11,octet,n/a,(see Code table 4.2),
1377,(see Code table 4.230),GRIB2_Template_4_41_ProductDefinitionTemplate_en,12-13,octet,n/a,(see Code table 4.230),
1378,(see Code table 4.3),GRIB2_Template_4_41_ProductDefinitionTemplate_en,14,octet,n/a,(see Code table 4.3),
1379,Hours greater than 65534 will be coded as 65534.,GRIB2_Template_4_41_ProductDefinitionTemplate_en,17-18,octet,no id,(see Note),
1380,(see Code table 4.4),GRIB2_Template_4_41_ProductDefinitionTemplate_en,20,octet,n/a,(see Code table 4.4),
1381,(see Code table 4.5),GRIB2_Template_4_41_ProductDefinitionTemplate_en,25,octet,n/a,(see Code table 4.5),
1382,(see Code table 4.5),GRIB2_Template_4_41_ProductDefinitionTemplate_en,31,octet,n/a,(see Code table 4.5),
1383,(see Code table 4.6),GRIB2_Template_4_41_ProductDefinitionTemplate_en,37,octet,n/a,(see Code table 4.6),
1384,(see Code table 4.1),GRIB2_Template_4_42_ProductDefinitionTemplate_en,10,octet,n/a,(see Code table 4.1),
1385,(see Code table 4.2),GRIB2_Template_4_42_ProductDefinitionTemplate_en,11,octet,n/a,(see Code table 4.2),
1386,(see Code table 4.230),GRIB2_Template_4_42_ProductDefinitionTemplate_en,12-13,octet,n/a,(see Code table 4.230),
1387,(see Code table 4.3),GRIB2_Template_4_42_ProductDefinitionTemplate_en,14,octet,n/a,(see Code table 4.3),
1388,Hours greater than 65534 will be coded as 65534.,GRIB2_Template_4_42_ProductDefinitionTemplate_en,17-18,octet,1,(see Note 1),
1389,(see Code table 4.4),GRIB2_Template_4_42_ProductDefinitionTemplate_en,20,octet,n/a,(see Code table 4.4),
1390,The reference time in section 1 and the forecast time together define the beginning of the overall time interval.,GRIB2_Template_4_42_ProductDefinitionTemplate_en,21-24,octet,2,(see Note 2),
1391,(see Code table 4.5),GRIB2_Template_4_42_ProductDefinitionTemplate_en,25,octet,n/a,(see Code table 4.5),
1392,(see Code table 4.5),GRIB2_Template_4_42_ProductDefinitionTemplate_en,31,octet,n/a,(see Code table 4.5),
1393,(see Code table 4.10),GRIB2_Template_4_42_ProductDefinitionTemplate_en,49,octet,n/a,(see Code table 4.10),
1394,(see Code table 4.11),GRIB2_Template_4_42_ProductDefinitionTemplate_en,50,octet,n/a,(see Code table 4.11),
1395,(see Code table 4.4),GRIB2_Template_4_42_ProductDefinitionTemplate_en,51,octet,n/a,(see Code table 4.4),
1396,(see Code table 4.4),GRIB2_Template_4_42_ProductDefinitionTemplate_en,56,octet,n/a,(see Code table 4.4),
1397,"An increment of zero means that the statistical processing is the result of a continuous (or near-continuous) process, not the processing of a number of discrete samples. Examples of such continuous processes are the temperatures measured by analogue maximum and minimum thermometers or thermographs, and the rainfall measured by rain gauge.",GRIB2_Template_4_42_ProductDefinitionTemplate_en,57-60,octet,3,(see Notes 3 and 4),
1398,"The reference and forecast times are successively set to their initial values plus or minus the increment, as defined by the type of time increment (one of octets 50, 62, 74, ...). For all but the innermost (last) time range, the next inner range is then processed using these reference and forecast times as the initial reference and forecast times.",GRIB2_Template_4_42_ProductDefinitionTemplate_en,57-60,octet,4,(see Notes 3 and 4),
1399,(see Code table 4.1),GRIB2_Template_4_43_ProductDefinitionTemplate_en,10,octet,n/a,(see Code table 4.1),
1400,(see Code table 4.2),GRIB2_Template_4_43_ProductDefinitionTemplate_en,11,octet,n/a,(see Code table 4.2),
1401,(see Code table 4.230),GRIB2_Template_4_43_ProductDefinitionTemplate_en,12-13,octet,n/a,(see Code table 4.230),
1402,(see Code table 4.3),GRIB2_Template_4_43_ProductDefinitionTemplate_en,14,octet,n/a,(see Code table 4.3),
1403,Hours greater than 65534 will be coded as 65534.,GRIB2_Template_4_43_ProductDefinitionTemplate_en,17-18,octet,1,(see Note 1),
1404,(see Code table 4.4),GRIB2_Template_4_43_ProductDefinitionTemplate_en,20,octet,n/a,(see Code table 4.4),
1405,The reference time in section 1 and the forecast time together define the beginning of the overall time interval.,GRIB2_Template_4_43_ProductDefinitionTemplate_en,21-24,octet,2,(see Note 2),
1406,(see Code table 4.5),GRIB2_Template_4_43_ProductDefinitionTemplate_en,25,octet,n/a,(see Code table 4.5),
1407,(see Code table 4.5),GRIB2_Template_4_43_ProductDefinitionTemplate_en,31,octet,n/a,(see Code table 4.5),
1408,(see Code table 4.6),GRIB2_Template_4_43_ProductDefinitionTemplate_en,37,octet,n/a,(see Code table 4.6),
1409,(see Code table 4.10),GRIB2_Template_4_43_ProductDefinitionTemplate_en,52,octet,n/a,(see Code table 4.10),
1410,(see Code table 4.11),GRIB2_Template_4_43_ProductDefinitionTemplate_en,53,octet,n/a,(see Code table 4.11),
1411,(see Code table 4.4),GRIB2_Template_4_43_ProductDefinitionTemplate_en,54,octet,n/a,(see Code table 4.4),
1412,(see Code table 4.4),GRIB2_Template_4_43_ProductDefinitionTemplate_en,59,octet,n/a,(see Code table 4.4),
1413,"An increment of zero means that the statistical processing is the result of a continuous (or near-continuous) process, not the processing of a number of discrete samples. Examples of such continuous processes are the temperatures measured by analogue maximum and minimum thermometers or thermographs, and the rainfall measured by rain gauge.",GRIB2_Template_4_43_ProductDefinitionTemplate_en,60-63,octet,3,(see Notes 3 and 4),
1414,"The reference and forecast times are successively set to their initial values plus or minus the increment, as defined by the type of time increment (one of octets 53, 65, 77, …). For all but the innermost (last) time range, the next inner range is then processed using these reference and forecast times as the initial reference and forecast times.",GRIB2_Template_4_43_ProductDefinitionTemplate_en,60-63,octet,4,(see Notes 3 and 4),
1415,(see Code table 4.1),GRIB2_Template_4_44_ProductDefinitionTemplate_en,10,octet,n/a,(see Code table 4.1),
1416,(see Code table 4.2),GRIB2_Template_4_44_ProductDefinitionTemplate_en,11,octet,n/a,(see Code table 4.2),
1417,(see Code table 4.233),GRIB2_Template_4_44_ProductDefinitionTemplate_en,12-13,octet,n/a,(see Code table 4.233),
1418,(see Code table 4.91),GRIB2_Template_4_44_ProductDefinitionTemplate_en,14,octet,n/a,(see Code table 4.91),
1419,(see Code table 4.3),GRIB2_Template_4_44_ProductDefinitionTemplate_en,25,octet,n/a,(see Code table 4.3),
1420,Hours greater than 65534 will be coded as 65534.,GRIB2_Template_4_44_ProductDefinitionTemplate_en,28-29,octet,1,(see Note 1),
1421,(see Code table 4.4),GRIB2_Template_4_44_ProductDefinitionTemplate_en,31,octet,n/a,(see Code table 4.4),
1422,(see Code table 4.5),GRIB2_Template_4_44_ProductDefinitionTemplate_en,34,octet,n/a,(see Code table 4.5),
1423,(see Code table 4.5),GRIB2_Template_4_44_ProductDefinitionTemplate_en,40,octet,n/a,(see Code table 4.5),
1424,It is recommended not to use this template. PDT 4.48 should be used instead with optical wavelength range set to missing.,GRIB2_Template_4_44_ProductDefinitionTemplate_en,n/a,template,2,n/a,
1425,(see Code table 4.1),GRIB2_Template_4_45_ProductDefinitionTemplate_en,10,octet,n/a,(see Code table 4.1),
1426,(see Code table 4.2),GRIB2_Template_4_45_ProductDefinitionTemplate_en,11,octet,n/a,(see Code table 4.2),
1427,(see Code table 4.233),GRIB2_Template_4_45_ProductDefinitionTemplate_en,12-13,octet,n/a,(see Code table 4.233),
1428,(see Code table 4.91),GRIB2_Template_4_45_ProductDefinitionTemplate_en,14,octet,n/a,(see Code table 4.91),
1429,(see Code table 4.3),GRIB2_Template_4_45_ProductDefinitionTemplate_en,25,octet,n/a,(see Code table 4.3),
1430,Hours greater than 65534 will be coded as 65534.,GRIB2_Template_4_45_ProductDefinitionTemplate_en,28-29,octet,no id,(see Note),
1431,(see Code table 4.4),GRIB2_Template_4_45_ProductDefinitionTemplate_en,31,octet,n/a,(see Code table 4.4),
1432,(see Code table 4.5),GRIB2_Template_4_45_ProductDefinitionTemplate_en,36,octet,n/a,(see Code table 4.5),
1433,(see Code table 4.5),GRIB2_Template_4_45_ProductDefinitionTemplate_en,42,octet,n/a,(see Code table 4.5),
1434,(see Code table 4.6),GRIB2_Template_4_45_ProductDefinitionTemplate_en,48,octet,n/a,(see Code table 4.6),
1435,(see Code table 4.1),GRIB2_Template_4_46_ProductDefinitionTemplate_en,10,octet,n/a,(see Code table 4.1),
1436,(see Code table 4.2),GRIB2_Template_4_46_ProductDefinitionTemplate_en,11,octet,n/a,(see Code table 4.2),
1437,(see Code table 4.233),GRIB2_Template_4_46_ProductDefinitionTemplate_en,12-13,octet,n/a,(see Code table 4.233),
1438,(see Code table 4.91),GRIB2_Template_4_46_ProductDefinitionTemplate_en,14,octet,n/a,(see Code table 4.91),
1439,(see Code table 4.3),GRIB2_Template_4_46_ProductDefinitionTemplate_en,25,octet,n/a,(see Code table 4.3),
1440,Hours greater than 65534 will be coded as 65534.,GRIB2_Template_4_46_ProductDefinitionTemplate_en,28-29,octet,1,(see Note 1),
1441,(see Code table 4.4),GRIB2_Template_4_46_ProductDefinitionTemplate_en,31,octet,n/a,(see Code table 4.4),
1442,The reference time in section 1 and the forecast time together define the beginning of the overall time interval.,GRIB2_Template_4_46_ProductDefinitionTemplate_en,32-35,octet,2,(see Note 2),
1443,(see Code table 4.5),GRIB2_Template_4_46_ProductDefinitionTemplate_en,36,octet,n/a,(see Code table 4.5),
1444,(see Code table 4.5),GRIB2_Template_4_46_ProductDefinitionTemplate_en,42,octet,n/a,(see Code table 4.5),
1445,(see Code table 4.10),GRIB2_Template_4_46_ProductDefinitionTemplate_en,60,octet,n/a,(see Code table 4.10),
1446,(see Code table 4.11),GRIB2_Template_4_46_ProductDefinitionTemplate_en,61,octet,n/a,(see Code table 4.11),
1447,(see Code table 4.4),GRIB2_Template_4_46_ProductDefinitionTemplate_en,62,octet,n/a,(see Code table 4.4),
1448,(see Code table 4.4),GRIB2_Template_4_46_ProductDefinitionTemplate_en,67,octet,n/a,(see Code table 4.4),
1449,"An increment of zero means that the statistical processing is the result of a continuous (or near-continuous) process, not the processing of a number of discrete samples. Examples of such continuous processes are the temperatures measured by analogue maximum and minimum thermometers or thermographs, and the rainfall measured by rain gauge.",GRIB2_Template_4_46_ProductDefinitionTemplate_en,68-71,octet,3,(see Notes 3 and 4),
1450,"The reference and forecast times are successively set to their initial values plus or minus the increment, as defined by the type of time increment (one of octets 61, 72, ...). For all but the innermost (last) time range, the next inner range is then processed using these reference and forecast times as the initial reference and forecast times.",GRIB2_Template_4_46_ProductDefinitionTemplate_en,68-71,octet,4,(see Notes 3 and 4),
1451,(see Code table 4.1),GRIB2_Template_4_47_ProductDefinitionTemplate_en,10,octet,n/a,(see Code table 4.1),
1452,(see Code table 4.2),GRIB2_Template_4_47_ProductDefinitionTemplate_en,11,octet,n/a,(see Code table 4.2),
1453,(see Code table 4.3),GRIB2_Template_4_47_ProductDefinitionTemplate_en,12,octet,n/a,(see Code table 4.3),
1454,(see Code table 4.233),GRIB2_Template_4_47_ProductDefinitionTemplate_en,13-14,octet,n/a,(see Code table 4.233),
1455,(see Code table 4.91),GRIB2_Template_4_47_ProductDefinitionTemplate_en,15,octet,n/a,(see Code table 4.91),
1456,Hours greater than 65534 will be coded as 65534.,GRIB2_Template_4_47_ProductDefinitionTemplate_en,28-29,octet,1,(see Note 1),
1457,(see Code table 4.4),GRIB2_Template_4_47_ProductDefinitionTemplate_en,31,octet,n/a,(see Code table 4.4),
1458,The reference time in section 1 and the forecast time together define the beginning of the overall time interval.,GRIB2_Template_4_47_ProductDefinitionTemplate_en,32-35,octet,2,(see Note 2),
1459,(see Code table 4.5),GRIB2_Template_4_47_ProductDefinitionTemplate_en,36,octet,n/a,(see Code table 4.5),
1460,(see Code table 4.5),GRIB2_Template_4_47_ProductDefinitionTemplate_en,42,octet,n/a,(see Code table 4.5),
1461,(see Code table 4.6),GRIB2_Template_4_47_ProductDefinitionTemplate_en,48,octet,n/a,(see Code table 4.6),
1462,(see Code table 4.10),GRIB2_Template_4_47_ProductDefinitionTemplate_en,63,octet,n/a,(see Code table 4.10),
1463,(see Code table 4.11),GRIB2_Template_4_47_ProductDefinitionTemplate_en,64,octet,n/a,(see Code table 4.11),
1464,(see Code table 4.4),GRIB2_Template_4_47_ProductDefinitionTemplate_en,65,octet,n/a,(see Code table 4.4),
1465,(see Code table 4.4),GRIB2_Template_4_47_ProductDefinitionTemplate_en,70,octet,n/a,(see Code table 4.4),
1466,"An increment of zero means that the statistical processing is the result of a continuous (or near-continuous) process, not the processing of a number of discrete samples. Examples of such continuous processes are the temperatures measured by analogue maximum and minimum thermometers or thermographs, and the rainfall measured by rain gauge.",GRIB2_Template_4_47_ProductDefinitionTemplate_en,71-74,octet,3,(see Notes 3 and 4),
1467,"The reference and forecast times are successively set to their initial values plus or minus the increment, as defined by the type of time increment (one of octets 63, 75, ...). For all but the innermost (last) time range, the next inner range is then processed using these reference and forecast times as the initial reference and forecast times.",GRIB2_Template_4_47_ProductDefinitionTemplate_en,71-74,octet,4,(see Notes 3 and 4),
1468,(see Code table 4.1),GRIB2_Template_4_48_ProductDefinitionTemplate_en,10,octet,n/a,(see Code table 4.1),
1469,(see Code table 4.2),GRIB2_Template_4_48_ProductDefinitionTemplate_en,11,octet,n/a,(see Code table 4.2),
1470,(see Common Code table C-14),GRIB2_Template_4_48_ProductDefinitionTemplate_en,12-13,octet,n/a,(see Common Code table C-14),
1471,(see Code table 4.91),GRIB2_Template_4_48_ProductDefinitionTemplate_en,14,octet,n/a,(see Code table 4.91),
1472,(see Code table 4.91),GRIB2_Template_4_48_ProductDefinitionTemplate_en,25,octet,n/a,(see Code table 4.91),
1473,(see Code table 4.3),GRIB2_Template_4_48_ProductDefinitionTemplate_en,36,octet,n/a,(see Code table 4.3),
1474,Hours greater than 65534 will be coded as 65534.,GRIB2_Template_4_48_ProductDefinitionTemplate_en,39-40,octet,no id,(see Note),
1475,(see Code table 4.4),GRIB2_Template_4_48_ProductDefinitionTemplate_en,42,octet,n/a,(see Code table 4.4),
1476,(see Code table 4.5),GRIB2_Template_4_48_ProductDefinitionTemplate_en,47,octet,n/a,(see Code table 4.5),
1477,(see Code table 4.5),GRIB2_Template_4_48_ProductDefinitionTemplate_en,53,octet,n/a,(see Code table 4.5),
1478,(see Code table 4.1),GRIB2_Template_4_49_ProductDefinitionTemplate_en,10,octet,n/a,(see Code table 4.1),
1479,(see Code table 4.2),GRIB2_Template_4_49_ProductDefinitionTemplate_en,11,octet,n/a,(see Code table 4.2),
1480,(see Common Code table C-14),GRIB2_Template_4_49_ProductDefinitionTemplate_en,12-13,octet,n/a,(see Common Code table C-14),
1481,(see Code table 4.91),GRIB2_Template_4_49_ProductDefinitionTemplate_en,14,octet,n/a,(see Code table 4.91),
1482,(see Code table 4.91),GRIB2_Template_4_49_ProductDefinitionTemplate_en,25,octet,n/a,(see Code table 4.91),
1483,(see Code table 4.3),GRIB2_Template_4_49_ProductDefinitionTemplate_en,36,octet,n/a,(see Code table 4.3),
