row #,noteID,note,template,octet,noteAppliesTo,noteID-PDF,noteGitHub,myComment
1517,121,"The word ""fraction"" or the word ""percentage"" has to be explicitly used in the name of the parameter to refer to a normalization term N = 1 in the case of ""fraction"" and N = 100 in the case of percentage.",GRIB2_Template_4_54_ProductDefinitionTemplate_en,12,octet,3,(see Notes 1 and 3),
1518,6,A single partition with code value PN from the partition set composed by the NP partitions is represented in the template. The code values of the NP partitions are expressed in octets 14 to 14+2NP-1. The NP partitions are linked by the normalization formula stating that the sum of all the NP partitions must be equal to a normalization term (N) on each point of the grid.,GRIB2_Template_4_54_ProductDefinitionTemplate_en,13,octet,1,(see Note 1),
1520,6,A single partition with code value PN from the partition set composed by the NP partitions is represented in the template. The code values of the NP partitions are expressed in octets 14 to 14+2NP-1. The NP partitions are linked by the normalization formula stating that the sum of all the NP partitions must be equal to a normalization term (N) on each point of the grid.,GRIB2_Template_4_54_ProductDefinitionTemplate_en,14-(14+2NP-1),octet,1,(see Code table 4.PTN and Note 1),
1522,121,"The word ""fraction"" or the word ""percentage"" has to be explicitly used in the name of the parameter to refer to a normalization term N = 1 in the case of ""fraction"" and N = 100 in the case of percentage.",GRIB2_Template_4_54_ProductDefinitionTemplate_en,(14+2NP)-(15+2NP),octet,3,(see Code table 4.PTN and Note 3),
1524,6,A single partition with code value PN from the partition set composed by the NP partitions is represented in the template. The code values of the NP partitions are expressed in octets 14 to 14+2NP-1. The NP partitions are linked by the normalization formula stating that the sum of all the NP partitions must be equal to a normalization term (N) on each point of the grid.,GRIB2_Template_4_54_ProductDefinitionTemplate_en,(19+2NP)-(20+2NP),octet,1,(see Note 1),
1532,58,"NUT is the number of used different spatial tiles, defining the cover structure of a point. As each of these tiles has one or more different tile attributes A(NAT(ITN)), (ITN=1,…,NUT), for example, (unmodified, snow-covered,…),......",GRIB2_Template_4_55_ProductDefinitionTemplate_en,13,octet,1,(see Notes 1 and 2),"very long note, did not include all"
1533,20,"For more information, see Part B, GRIB Attachment IV.",GRIB2_Template_4_55_ProductDefinitionTemplate_en,13,octet,2,(see Notes 1 and 2),
1534,58,"NUT is the number of used different spatial tiles, defining the cover structure of a point. As each of these tiles has one or more different tile attributes A(NAT(ITN)), (ITN=1,…,NUT), for example, (unmodified, snow-covered,…),......",GRIB2_Template_4_55_ProductDefinitionTemplate_en,14,octet,1,(see Notes 1 and 2),"very long note, did not include all"
1535,20,"For more information, see Part B, GRIB Attachment IV.",GRIB2_Template_4_55_ProductDefinitionTemplate_en,14,octet,2,(see Notes 1 and 2),
1536,58,"NUT is the number of used different spatial tiles, defining the cover structure of a point. As each of these tiles has one or more different tile attributes A(NAT(ITN)), (ITN=1,…,NUT), for example, (unmodified, snow-covered,…),......",GRIB2_Template_4_55_ProductDefinitionTemplate_en,15,octet,1,(see Note 1),"very long note, did not include all"
1537,58,"NUT is the number of used different spatial tiles, defining the cover structure of a point. As each of these tiles has one or more different tile attributes A(NAT(ITN)), (ITN=1,…,NUT), for example, (unmodified, snow-covered,…),......",GRIB2_Template_4_55_ProductDefinitionTemplate_en,16,octet,1,(see Note 1),"very long note, did not include all"
1539,58,"NUT is the number of used different spatial tiles, defining the cover structure of a point. As each of these tiles has one or more different tile attributes A(NAT(ITN)), (ITN=1,…,NUT), for example, (unmodified, snow-covered,…),......",GRIB2_Template_4_55_ProductDefinitionTemplate_en,17,octet,1,(see Code table 4.241 and Note 1),"very long note, did not include all"
1541,33,Hours greater than 65534 will be coded as 65534.,GRIB2_Template_4_55_ProductDefinitionTemplate_en,21-22,octet,3,(see Note 3),
1548,58,"NUT is the number of used different spatial tiles, defining the cover structure of a point. As each of these tiles has one or more different tile attributes A(NAT(ITN)), (ITN=1,…,NUT), for example, (unmodified, snow-covered,…),......",GRIB2_Template_4_56_ProductDefinitionTemplate_en,13,octet,1,(see Notes 1 and 2),was: See Note 1 under product definition template 4.55.
1549,20,"For more information, see Part B, GRIB Attachment IV.",GRIB2_Template_4_56_ProductDefinitionTemplate_en,13,octet,2,(see Notes 1 and 2),
1550,58,"NUT is the number of used different spatial tiles, defining the cover structure of a point. As each of these tiles has one or more different tile attributes A(NAT(ITN)), (ITN=1,…,NUT), for example, (unmodified, snow-covered,…),......",GRIB2_Template_4_56_ProductDefinitionTemplate_en,14,octet,1,(see Notes 1 and 2),was: See Note 1 under product definition template 4.55.
1551,20,"For more information, see Part B, GRIB Attachment IV.",GRIB2_Template_4_56_ProductDefinitionTemplate_en,14,octet,2,(see Notes 1 and 2),
1552,58,"NUT is the number of used different spatial tiles, defining the cover structure of a point. As each of these tiles has one or more different tile attributes A(NAT(ITN)), (ITN=1,…,NUT), for example, (unmodified, snow-covered,…),......",GRIB2_Template_4_56_ProductDefinitionTemplate_en,15,octet,1,(see Note 1),was: See Note 1 under product definition template 4.55.
1553,58,"NUT is the number of used different spatial tiles, defining the cover structure of a point. As each of these tiles has one or more different tile attributes A(NAT(ITN)), (ITN=1,…,NUT), for example, (unmodified, snow-covered,…),......",GRIB2_Template_4_56_ProductDefinitionTemplate_en,16,octet,1,(see Note 1),was: See Note 1 under product definition template 4.55.
1555,58,"NUT is the number of used different spatial tiles, defining the cover structure of a point. As each of these tiles has one or more different tile attributes A(NAT(ITN)), (ITN=1,…,NUT), for example, (unmodified, snow-covered,…),......",GRIB2_Template_4_56_ProductDefinitionTemplate_en,17,octet,1,(see Code table 4.241 and Note 1),was: See Note 1 under product definition template 4.55.
1557,33,Hours greater than 65534 will be coded as 65534.,GRIB2_Template_4_56_ProductDefinitionTemplate_en,21-22,octet,3,(see Note 3),
1564,36,"If Number of modes (N) > 1, then between x N fields with mode number l = 1, …, N define the distribution function. x is the number of variable parameters in the distribution function.",GRIB2_Template_4_57_ProductDefinitionTemplate_en,14-15,octet,1,(see Note 1),
1567,33,Hours greater than 65534 will be coded as 65534.,GRIB2_Template_4_57_ProductDefinitionTemplate_en,(24+5Np)-(25+5Np),octet,2,(see Note 2),
1571,19,"For more information, see Part B, GRIB Attachment III.",GRIB2_Template_4_57_ProductDefinitionTemplate_en,unspecified,unspecified,3,n/a,
1575,36,"If Number of modes (N) > 1, then between x N fields with mode number l = 1, …, N define the distribution function. x is the number of variable parameters in the distribution function.",GRIB2_Template_4_58_ProductDefinitionTemplate_en,14-15,octet,1,(see Note 1),
1578,33,Hours greater than 65534 will be coded as 65534.,GRIB2_Template_4_58_ProductDefinitionTemplate_en,(24+5Np)-(25+5Np),octet,2,(see Note 2),
1583,19,"For more information, see Part B, GRIB Attachment III.",GRIB2_Template_4_58_ProductDefinitionTemplate_en,unspecified,unspecified,3,n/a,
1587,58,"NUT is the number of used different spatial tiles, defining the cover structure of a point. As each of these tiles has one or more different tile attributes A(NAT(ITN)), (ITN=1,…,NUT), for example, (unmodified, snow-covered,…),......",GRIB2_Template_4_59_ProductDefinitionTemplate_en,13,octet,1,(see Notes 1 and 2),was: See Note 1 under product definition template 4.55.
1588,20,"For more information, see Part B, GRIB Attachment IV.",GRIB2_Template_4_59_ProductDefinitionTemplate_en,13,octet,2,(see Notes 1 and 2),
1589,58,"NUT is the number of used different spatial tiles, defining the cover structure of a point. As each of these tiles has one or more different tile attributes A(NAT(ITN)), (ITN=1,…,NUT), for example, (unmodified, snow-covered,…),......",GRIB2_Template_4_59_ProductDefinitionTemplate_en,14,octet,1,(see Notes 1 and 2),was: See Note 1 under product definition template 4.55.
1590,20,"For more information, see Part B, GRIB Attachment IV.",GRIB2_Template_4_59_ProductDefinitionTemplate_en,14,octet,2,(see Notes 1 and 2),
1591,58,"NUT is the number of used different spatial tiles, defining the cover structure of a point. As each of these tiles has one or more different tile attributes A(NAT(ITN)), (ITN=1,…,NUT), for example, (unmodified, snow-covered,…),......",GRIB2_Template_4_59_ProductDefinitionTemplate_en,15,octet,1,(see Note 1),was: See Note 1 under product definition template 4.55.
1592,58,"NUT is the number of used different spatial tiles, defining the cover structure of a point. As each of these tiles has one or more different tile attributes A(NAT(ITN)), (ITN=1,…,NUT), for example, (unmodified, snow-covered,…),......",GRIB2_Template_4_59_ProductDefinitionTemplate_en,16,octet,1,(see Note 1),was: See Note 1 under product definition template 4.55.
1593,58,"NUT is the number of used different spatial tiles, defining the cover structure of a point. As each of these tiles has one or more different tile attributes A(NAT(ITN)), (ITN=1,…,NUT), for example, (unmodified, snow-covered,…),......",GRIB2_Template_4_59_ProductDefinitionTemplate_en,17,octet,1,(see Note 1),was: See Note 1 under product definition template 4.55.
1595,33,Hours greater than 65534 will be coded as 65534.,GRIB2_Template_4_59_ProductDefinitionTemplate_en,21-22,octet,3,(see Note 3),
1603,33,Hours greater than 65534 will be coded as 65534.,GRIB2_Template_4_60_ProductDefinitionTemplate_en,15-16,octet,1,(see Note 1),
1608,127,This is the date when the reforecast is produced with a particular version of the model.,GRIB2_Template_4_60_ProductDefinitionTemplate_en,38-39,octet,2,(see Note 2),
1612,33,Hours greater than 65534 will be coded as 65534.,GRIB2_Template_4_61_ProductDefinitionTemplate_en,15-16,octet,1,(see Note 1),
1614,111,The reference time in section 1 and the forecast time together define the beginning of the overall time interval.,GRIB2_Template_4_61_ProductDefinitionTemplate_en,19-22,octet,2,(see Note 2),
1618,127,This is the date when the reforecast is produced with a particular version of the model.,GRIB2_Template_4_61_ProductDefinitionTemplate_en,38-39,octet,3,(see Note 3),
1623,7,"An increment of zero means that the statistical processing is the result of a continuous (or near-continuous) process, not the processing of a number of discrete samples. Examples of such continuous processes are the temperatures measured by analogue maximum and minimum thermometers or thermographs, and the rainfall measured by rain gauge.",GRIB2_Template_4_61_ProductDefinitionTemplate_en,65-68,octet,4,(see Notes 4 and 5),
1624,99,"The reference and forecast times are successively set to their initial values plus or minus the increment, as defined by the type of time increment (one of octets 51, 63, 75, ...). For all but the innermost (last) time range, the next inner range is then processed using these reference and forecast times as the initial reference and forecast times.",GRIB2_Template_4_61_ProductDefinitionTemplate_en,65-68,octet,5,(see Notes 4 and 5),
1628,58,"NUT is the number of used different spatial tiles, defining the cover structure of a point. As each of these tiles has one or more different tile attributes A(NAT(ITN)), (ITN=1,…,NUT), for example, (unmodified, snow-covered,…),......",GRIB2_Template_4_62_ProductDefinitionTemplate_en,13,octet,1,(see Notes 1 and 2),was: See Note 1 under product definition template 4.55.
1629,20,"For more information, see Part B, GRIB Attachment IV.",GRIB2_Template_4_62_ProductDefinitionTemplate_en,13,octet,2,(see Notes 1 and 2),
1630,58,"NUT is the number of used different spatial tiles, defining the cover structure of a point. As each of these tiles has one or more different tile attributes A(NAT(ITN)), (ITN=1,…,NUT), for example, (unmodified, snow-covered,…),......",GRIB2_Template_4_62_ProductDefinitionTemplate_en,14,octet,1,(see Notes 1 and 2),was: See Note 1 under product definition template 4.55.
1631,20,"For more information, see Part B, GRIB Attachment IV.",GRIB2_Template_4_62_ProductDefinitionTemplate_en,14,octet,2,(see Notes 1 and 2),
1632,58,"NUT is the number of used different spatial tiles, defining the cover structure of a point. As each of these tiles has one or more different tile attributes A(NAT(ITN)), (ITN=1,…,NUT), for example, (unmodified, snow-covered,…),......",GRIB2_Template_4_62_ProductDefinitionTemplate_en,15,octet,1,(see Note 1),was: See Note 1 under product definition template 4.55.
1633,58,"NUT is the number of used different spatial tiles, defining the cover structure of a point. As each of these tiles has one or more different tile attributes A(NAT(ITN)), (ITN=1,…,NUT), for example, (unmodified, snow-covered,…),......",GRIB2_Template_4_62_ProductDefinitionTemplate_en,16,octet,1,(see Note 1),was: See Note 1 under product definition template 4.55.
1634,58,"NUT is the number of used different spatial tiles, defining the cover structure of a point. As each of these tiles has one or more different tile attributes A(NAT(ITN)), (ITN=1,…,NUT), for example, (unmodified, snow-covered,…),......",GRIB2_Template_4_62_ProductDefinitionTemplate_en,17,octet,1,(see Note 1),was: See Note 1 under product definition template 4.55.
1636,33,Hours greater than 65534 will be coded as 65534.,GRIB2_Template_4_62_ProductDefinitionTemplate_en,21-22,octet,3,(see Note 3),
1638,111,The reference time in section 1 and the forecast time together define the beginning of the overall time interval.,GRIB2_Template_4_62_ProductDefinitionTemplate_en,25-28,octet,4,(see Note 4),
1645,7,"An increment of zero means that the statistical processing is the result of a continuous (or near-continuous) process, not the processing of a number of discrete samples. Examples of such continuous processes are the temperatures measured by analogue maximum and minimum thermometers or thermographs, and the rainfall measured by rain gauge.",GRIB2_Template_4_62_ProductDefinitionTemplate_en,61-64,octet,5,(see Notes 5 and 6),
1646,101,"The reference and forecast times are successively set to their initial values plus or minus the increment, as defined by the type of time increment (one of octets 54, 66, 78, …). For all but the innermost (last) time range, the next inner range is then processed using these reference and forecast times as the initial reference and forecast times.",GRIB2_Template_4_62_ProductDefinitionTemplate_en,61-64,octet,6,(see Notes 5 and 6),
1650,58,"NUT is the number of used different spatial tiles, defining the cover structure of a point. As each of these tiles has one or more different tile attributes A(NAT(ITN)), (ITN=1,…,NUT), for example, (unmodified, snow-covered,…),......",GRIB2_Template_4_63_ProductDefinitionTemplate_en,13,octet,1,(see Notes 1 and 2),was: See Note 1 under product definition template 4.55.
1651,20,"For more information, see Part B, GRIB Attachment IV.",GRIB2_Template_4_63_ProductDefinitionTemplate_en,13,octet,2,(see Notes 1 and 2),
1652,58,"NUT is the number of used different spatial tiles, defining the cover structure of a point. As each of these tiles has one or more different tile attributes A(NAT(ITN)), (ITN=1,…,NUT), for example, (unmodified, snow-covered,…),......",GRIB2_Template_4_63_ProductDefinitionTemplate_en,14,octet,1,(see Notes 1 and 2),was: See Note 1 under product definition template 4.55.
1653,20,"For more information, see Part B, GRIB Attachment IV.",GRIB2_Template_4_63_ProductDefinitionTemplate_en,14,octet,2,(see Notes 1 and 2),
1654,58,"NUT is the number of used different spatial tiles, defining the cover structure of a point. As each of these tiles has one or more different tile attributes A(NAT(ITN)), (ITN=1,…,NUT), for example, (unmodified, snow-covered,…),......",GRIB2_Template_4_63_ProductDefinitionTemplate_en,15,octet,1,(see Note 1),was: See Note 1 under product definition template 4.55.
1655,58,"NUT is the number of used different spatial tiles, defining the cover structure of a point. As each of these tiles has one or more different tile attributes A(NAT(ITN)), (ITN=1,…,NUT), for example, (unmodified, snow-covered,…),......",GRIB2_Template_4_63_ProductDefinitionTemplate_en,16,octet,1,(see Note 1),was: See Note 1 under product definition template 4.55.
1656,58,"NUT is the number of used different spatial tiles, defining the cover structure of a point. As each of these tiles has one or more different tile attributes A(NAT(ITN)), (ITN=1,…,NUT), for example, (unmodified, snow-covered,…),......",GRIB2_Template_4_63_ProductDefinitionTemplate_en,17,octet,1,(see Note 1),was: See Note 1 under product definition template 4.55.
1658,33,Hours greater than 65534 will be coded as 65534.,GRIB2_Template_4_63_ProductDefinitionTemplate_en,21-22,octet,3,(see Note 3),
1660,111,The reference time in section 1 and the forecast time together define the beginning of the overall time interval.,GRIB2_Template_4_63_ProductDefinitionTemplate_en,25-28,octet,4,(see Note 4),
1668,7,"An increment of zero means that the statistical processing is the result of a continuous (or near-continuous) process, not the processing of a number of discrete samples. Examples of such continuous processes are the temperatures measured by analogue maximum and minimum thermometers or thermographs, and the rainfall measured by rain gauge.",GRIB2_Template_4_63_ProductDefinitionTemplate_en,64-67,octet,5,(see Notes 5 and 6),
1669,103,"The reference and forecast times are successively set to their initial values plus or minus the increment, as defined by the type of time increment (one of octets 57, 69, 81, ...). For all but the innermost (last) time range, the next inner range is then processed using these reference and forecast times as the initial reference and forecast times.",GRIB2_Template_4_63_ProductDefinitionTemplate_en,64-67,octet,6,(see Notes 5 and 6),
1673,36,"If Number of modes (N) > 1, then between x N fields with mode number l = 1, …, N define the distribution function. x is the number of variable parameters in the distribution function.",GRIB2_Template_4_67_ProductDefinitionTemplate_en,14-15,octet,1,(see Note 1),
1675,19,"For more information, see Part B, GRIB Attachment III.",GRIB2_Template_4_67_ProductDefinitionTemplate_en,18-19,octet,2,(see Code table 4.240 and Note 2),
1677,33,Hours greater than 65534 will be coded as 65534.,GRIB2_Template_4_67_ProductDefinitionTemplate_en,(24+5Np)-(25+5Np),octet,3,(see Note 3),
1679,111,The reference time in section 1 and the forecast time together define the beginning of the overall time interval.,GRIB2_Template_4_67_ProductDefinitionTemplate_en,(28+5Np)-(31+5Np),octet,4,(see Note 4),
1686,7,"An increment of zero means that the statistical processing is the result of a continuous (or near-continuous) process, not the processing of a number of discrete samples. Examples of such continuous processes are the temperatures measured by analogue maximum and minimum thermometers or thermographs, and the rainfall measured by rain gauge.",GRIB2_Template_4_67_ProductDefinitionTemplate_en,(64+5Np)-(67+5Np),octet,5,(see Notes 5 and 6),
1687,110,"The reference and forecast times are successively set to their initial values plus or minus the increment, as defined by the type of time increment. For all but the innermost (last) time range, the next inner range is then processed using these reference and forecast times as the initial reference and forecast times.",GRIB2_Template_4_67_ProductDefinitionTemplate_en,(64+5Np)-(67+5Np),octet,6,(see Notes 5 and 6),
1691,36,"If Number of modes (N) > 1, then between x N fields with mode number l = 1, …, N define the distribution function. x is the number of variable parameters in the distribution function.",GRIB2_Template_4_68_ProductDefinitionTemplate_en,14-15,octet,1,(see Note 1),
1693,19,"For more information, see Part B, GRIB Attachment III.",GRIB2_Template_4_68_ProductDefinitionTemplate_en,18-19,octet,2,(see Code table 4.240 and Note 2),
1695,33,Hours greater than 65534 will be coded as 65534.,GRIB2_Template_4_68_ProductDefinitionTemplate_en,(24+5Np)-(25+5Np),octet,3,(see Note 3),
1697,111,The reference time in section 1 and the forecast time together define the beginning of the overall time interval.,GRIB2_Template_4_68_ProductDefinitionTemplate_en,(28+5Np)-(31+5Np),octet,4,(see Note 4),
1705,7,"An increment of zero means that the statistical processing is the result of a continuous (or near-continuous) process, not the processing of a number of discrete samples. Examples of such continuous processes are the temperatures measured by analogue maximum and minimum thermometers or thermographs, and the rainfall measured by rain gauge.",GRIB2_Template_4_68_ProductDefinitionTemplate_en,(67+5Np)-(70+5Np),octet,5,(see Notes 5 and 6),
1706,110,"The reference and forecast times are successively set to their initial values plus or minus the increment, as defined by the type of time increment. For all but the innermost (last) time range, the next inner range is then processed using these reference and forecast times as the initial reference and forecast times.",GRIB2_Template_4_68_ProductDefinitionTemplate_en,(67+5Np)-(70+5Np),octet,6,(see Notes 5 and 6),
1709,82,"The input process identifier shall have the value of the ""analysis or forecast process identifier"" of the original GRIB message used as input of the post-processing.",GRIB2_Template_4_70_ProductDefinitionTemplate_en,12-13,octet,1,(see Note 1),
1711,81,"The input originating centre shall have the value of the ""originating centre"" of the original GRIB message used as input of the post-processing.",GRIB2_Template_4_70_ProductDefinitionTemplate_en,14-15,octet,2,(see Common Code table C-11 and Note 2),
1712,126,This identifies which post-processing technique was used. This is defined by the originating centre.,GRIB2_Template_4_70_ProductDefinitionTemplate_en,16,octet,3,(see Note 3),
1714,33,Hours greater than 65534 will be coded as 65534.,GRIB2_Template_4_70_ProductDefinitionTemplate_en,20-21,octet,4,(see Note 4),
1720,82,"The input process identifier shall have the value of the ""analysis or forecast process identifier"" of the original GRIB message used as input of the post-processing.",GRIB2_Template_4_71_ProductDefinitionTemplate_en,12-13,octet,1,(see Note 1),
1722,81,"The input originating centre shall have the value of the ""originating centre"" of the original GRIB message used as input of the post-processing.",GRIB2_Template_4_71_ProductDefinitionTemplate_en,14-15,octet,2,(see Common Code table C-11 and Note 2),
1723,126,This identifies which post-processing technique was used. This is defined by the originating centre.,GRIB2_Template_4_71_ProductDefinitionTemplate_en,16,octet,3,(see Note 3),
1725,33,Hours greater than 65534 will be coded as 65534.,GRIB2_Template_4_71_ProductDefinitionTemplate_en,20-21,octet,4,(see Note 4),
1732,82,"The input process identifier shall have the value of the ""analysis or forecast process identifier"" of the original GRIB message used as input of the post-processing.",GRIB2_Template_4_72_ProductDefinitionTemplate_en,12-13,octet,1,(see Note 1),
1734,81,"The input originating centre shall have the value of the ""originating centre"" of the original GRIB message used as input of the post-processing.",GRIB2_Template_4_72_ProductDefinitionTemplate_en,14-15,octet,2,(see Common Code table C-11 and Note 2),
1735,126,This identifies which post-processing technique was used. This is defined by the originating centre.,GRIB2_Template_4_72_ProductDefinitionTemplate_en,16,octet,3,(see Note 3),
1737,33,Hours greater than 65534 will be coded as 65534.,GRIB2_Template_4_72_ProductDefinitionTemplate_en,20-21,octet,4,(see Note 4),
1739,111,The reference time in section 1 and the forecast time together define the beginning of the overall time interval.,GRIB2_Template_4_72_ProductDefinitionTemplate_en,24-27,octet,5,(see Note 5),
1746,7,"An increment of zero means that the statistical processing is the result of a continuous (or near-continuous) process, not the processing of a number of discrete samples. Examples of such continuous processes are the temperatures measured by analogue maximum and minimum thermometers or thermographs, and the rainfall measured by rain gauge.",GRIB2_Template_4_72_ProductDefinitionTemplate_en,60-63,octet,6,(see Notes 6 and 7),
1747,106,"The reference and forecast times are successively set to their initial values plus or minus the increment, as defined by the type of time increment (one of octets 63, 65, 77, ...). For all but the innermost (last) time range, the next inner range is then processed using these reference and forecast times as the initial reference and forecast times.",GRIB2_Template_4_72_ProductDefinitionTemplate_en,60-63,octet,7,(see Notes 6 and 7),
1750,82,"The input process identifier shall have the value of the ""analysis or forecast process identifier"" of the original GRIB message used as input of the post-processing.",GRIB2_Template_4_73_ProductDefinitionTemplate_en,12-13,octet,1,(see Note 1),
1752,81,"The input originating centre shall have the value of the ""originating centre"" of the original GRIB message used as input of the post-processing.",GRIB2_Template_4_73_ProductDefinitionTemplate_en,14-15,octet,2,(see Common Code table C-11 and Note 2),
1753,126,This identifies which post-processing technique was used. This is defined by the originating centre.,GRIB2_Template_4_73_ProductDefinitionTemplate_en,16,octet,3,(see Note 3),
1755,33,Hours greater than 65534 will be coded as 65534.,GRIB2_Template_4_73_ProductDefinitionTemplate_en,20-21,octet,4,(see Note 4),
1757,111,The reference time in section 1 and the forecast time together define the beginning of the overall time interval.,GRIB2_Template_4_73_ProductDefinitionTemplate_en,24-27,octet,5,(see Note 5),
1765,7,"An increment of zero means that the statistical processing is the result of a continuous (or near-continuous) process, not the processing of a number of discrete samples. Examples of such continuous processes are the temperatures measured by analogue maximum and minimum thermometers or thermographs, and the rainfall measured by rain gauge.",GRIB2_Template_4_73_ProductDefinitionTemplate_en,63-66,octet,6,(see Notes 6 and 7),
1766,102,"The reference and forecast times are successively set to their initial values plus or minus the increment, as defined by the type of time increment (one of octets 56, 68, 80, ...). For all but the innermost (last) time range, the next inner range is then processed using these reference and forecast times as the initial reference and forecast times.",GRIB2_Template_4_73_ProductDefinitionTemplate_en,63-66,octet,7,(see Notes 6 and 7),
1772,33,Hours greater than 65534 will be coded as 65534.,GRIB2_Template_4_76_ProductDefinitionTemplate_en,18-19,octet,no id,(see Note),
1781,33,Hours greater than 65534 will be coded as 65534.,GRIB2_Template_4_77_ProductDefinitionTemplate_en,18-19,octet,no id,(see Note),
1791,33,Hours greater than 65534 will be coded as 65534.,GRIB2_Template_4_78_ProductDefinitionTemplate_en,18-19,octet,1,(see Note 1),
1793,111,The reference time in section 1 and the forecast time together define the beginning of the overall time interval.,GRIB2_Template_4_78_ProductDefinitionTemplate_en,22-25,octet,2,(see Note 2),
1800,7,"An increment of zero means that the statistical processing is the result of a continuous (or near-continuous) process, not the processing of a number of discrete samples. Examples of such continuous processes are the temperatures measured by analogue maximum and minimum thermometers or thermographs, and the rainfall measured by rain gauge.",GRIB2_Template_4_78_ProductDefinitionTemplate_en,58-61,octet,3,(see Notes 3 and 4),
1801,99,"The reference and forecast times are successively set to their initial values plus or minus the increment, as defined by the type of time increment (one of octets 51, 63, 75, ...). For all but the innermost (last) time range, the next inner range is then processed using these reference and forecast times as the initial reference and forecast times.",GRIB2_Template_4_78_ProductDefinitionTemplate_en,58-61,octet,4,(see Notes 3 and 4),
1807,33,Hours greater than 65534 will be coded as 65534.,GRIB2_Template_4_79_ProductDefinitionTemplate_en,18-19,octet,1,(see Note 1),
1809,111,The reference time in section 1 and the forecast time together define the beginning of the overall time interval.,GRIB2_Template_4_79_ProductDefinitionTemplate_en,22-25,octet,2,(see Note 2),
1817,7,"An increment of zero means that the statistical processing is the result of a continuous (or near-continuous) process, not the processing of a number of discrete samples. Examples of such continuous processes are the temperatures measured by analogue maximum and minimum thermometers or thermographs, and the rainfall measured by rain gauge.",GRIB2_Template_4_79_ProductDefinitionTemplate_en,61-64,octet,3,(see Notes 3 and 4),
1818,101,"The reference and forecast times are successively set to their initial values plus or minus the increment, as defined by the type of time increment (one of octets 54, 66, 78, …). For all but the innermost (last) time range, the next inner range is then processed using these reference and forecast times as the initial reference and forecast times.",GRIB2_Template_4_79_ProductDefinitionTemplate_en,61-64,octet,4,(see Notes 3 and 4),
1826,33,Hours greater than 65534 will be coded as 65534.,GRIB2_Template_4_80_ProductDefinitionTemplate_en,40-41,octet,no id,(see Note),
1837,33,Hours greater than 65534 will be coded as 65534.,GRIB2_Template_4_81_ProductDefinitionTemplate_en,40-41,octet,no id,(see Note),
1848,33,Hours greater than 65534 will be coded as 65534.,GRIB2_Template_4_82_ProductDefinitionTemplate_en,29-30,octet,1,(see Note 1),
1850,111,The reference time in section 1 and the forecast time together define the beginning of the overall time interval.,GRIB2_Template_4_82_ProductDefinitionTemplate_en,33-36,octet,2,(see Note 2),
1857,7,"An increment of zero means that the statistical processing is the result of a continuous (or near-continuous) process, not the processing of a number of discrete samples. Examples of such continuous processes are the temperatures measured by analogue maximum and minimum thermometers or thermographs, and the rainfall measured by rain gauge.",GRIB2_Template_4_82_ProductDefinitionTemplate_en,69-72,octet,3,(see Notes 3 and 4),
1858,105,"The reference and forecast times are successively set to their initial values plus or minus the increment, as defined by the type of time increment (one of octets 62, 74, ...). For all but the innermost (last) time range, the next inner range is then processed using these reference and forecast times as the initial reference and forecast times.",GRIB2_Template_4_82_ProductDefinitionTemplate_en,69-72,octet,4,(see Notes 3 and 4),
1865,33,Hours greater than 65534 will be coded as 65534.,GRIB2_Template_4_83_ProductDefinitionTemplate_en,29-30,octet,1,(see Note 1),
1867,111,The reference time in section 1 and the forecast time together define the beginning of the overall time interval.,GRIB2_Template_4_83_ProductDefinitionTemplate_en,33-36,octet,2,(see Note 2),
1875,7,"An increment of zero means that the statistical processing is the result of a continuous (or near-continuous) process, not the processing of a number of discrete samples. Examples of such continuous processes are the temperatures measured by analogue maximum and minimum thermometers or thermographs, and the rainfall measured by rain gauge.",GRIB2_Template_4_83_ProductDefinitionTemplate_en,72-75,octet,3,(see Notes 3 and 4),
1876,105,"The reference and forecast times are successively set to their initial values plus or minus the increment, as defined by the type of time increment (one of octets 62, 74, ...). For all but the innermost (last) time range, the next inner range is then processed using these reference and forecast times as the initial reference and forecast times.",GRIB2_Template_4_83_ProductDefinitionTemplate_en,72-75,octet,4,(see Notes 3 and 4),
1877,44,It is recommended not to use this template. Product definition template 4.84 should be used instead because it contains an additional octet to specify the type of generating process.,GRIB2_Template_4_83_ProductDefinitionTemplate_en,unspecified,template,5,(see Note 5),
1881,33,Hours greater than 65534 will be coded as 65534.,GRIB2_Template_4_91_ProductDefinitionTemplate_en,15-16,octet,1,(see Note 1),
1883,111,The reference time in section 1 and the forecast time together define the beginning of the overall time interval.,GRIB2_Template_4_91_ProductDefinitionTemplate_en,19-22,octet,2,(see Note 2),
1891,7,"An increment of zero means that the statistical processing is the result of a continuous (or near-continuous) process, not the processing of a number of discrete samples. Examples of such continuous processes are the temperatures measured by analogue maximum and minimum thermometers or thermographs, and the rainfall measured by rain gauge.",GRIB2_Template_4_91_ProductDefinitionTemplate_en,(68+12(NC-1))-(71+12(NC-1)),octet,3,(see Notes 3 and 4),
1892,105,"The reference and forecast times are successively set to their initial values plus or minus the increment, as defined by the type of time increment (one of octets 62, 74, ...). For all but the innermost (last) time range, the next inner range is then processed using these reference and forecast times as the initial reference and forecast times.",GRIB2_Template_4_91_ProductDefinitionTemplate_en,(68+12(NC-1))-(71+12(NC-1)),octet,4,(see Notes 3 and 4),
